"product_name","product_price","product_price_url"
"LED Strip Lights, L8star Led Lights Smart Color Changing Rope Lights 32.8ft/10M SMD 5050 RGB Light Strips with Bluetooth Controller Sync to Music Apply for TV, Bedroom and Home Decoration (32.8ft)","$43.99","https://www.amazon.com/L8star-Changing-Bluetooth-Controller-Decoration/dp/B0851WTB1V/ref=sr_1_39?dchild=1&keywords=smart+lights&qid=1588303604&sr=8-39"
"Smart Light Bulb Alexa LED Color Changing Light Bulbs,TECKIN A19 E27 60W 800LM Equivalent Compatible with Google Home,2800K-6000K Cold and Warm Light WiFi Blubs(7.5W),2pack","$20.99","https://www.amazon.com/Changing-TECKIN-Equivalent-Compatible-2800K-6000K/dp/B07ZJHKC8W/ref=sr_1_40?dchild=1&keywords=smart+lights&qid=1588303604&sr=8-40"
"Gosund Smart Light Switch, in-Wall WiFi Smart Switch That Works with Alexa and Google Home, No Hub Required, Neutral Wire Needed, Single-Pole 15A, ETL and FCC Listed,4 Pack White","$48.98","https://www.amazon.com/TanTan-Compatible-Single-Pole-required-Control/dp/B07MV1RTSV/ref=sr_1_41?dchild=1&keywords=smart+lights&qid=1588303604&sr=8-41"
"MagicLight Smart WiFi Light Bulb (No Hub Required), Dimmable Multicolor A19 E26 7W (60w Equivalent) RGBCW Smart LED Lights, Works with Alexa Google Home and Siri (3 Pack)","$26.99","https://www.amazon.com/MagicLight-Required-Multicolor-Equivalent-Compatible/dp/B07VLBCGP2/ref=sr_1_42?dchild=1&keywords=smart+lights&qid=1588303604&sr=8-42"
"Kasa Smart Dimmer Switch by TP-Link, Single Pole, Needs Neutral Wire,WiFi Light Switch for LED Lights, Works with Alexa and Google Assistant,UL Certified, 1-Pack(HS220)","$29.97","https://www.amazon.com/TP-Link-HS220-Dimmer-Switch-1-Pack/dp/B079775ZZQ/ref=sr_1_43?dchild=1&keywords=smart+lights&qid=1588303604&sr=8-43"
"Smart Light Bulb, WiFi Bulbs Work with Alexa, Siri, Google Home, Smart LED Bulb 10W Equivalent to 80W, 960LM Dimmable, Warm White to Daylight Adjustable, No Hub Required, 2 Pack Fitop E26 A19 Bulbs","$18.99","https://www.amazon.com/Equivalent-Dimmable-Daylight-Adjustable-Fitop/dp/B083LCXLDT/ref=sr_1_44?dchild=1&keywords=smart+lights&qid=1588303604&sr=8-44"
"Smart LED Light Bulb,E26 WiFi Dimmable LED Bulbs Work with Alexa,Google Home,A19 60W Equivalent Smart Bulb,No Hub Required,UL Listed,2.4G(Not 5G)","$7.99","https://www.amazon.com/Dimmable-Google-A19-Equivalent-Required/dp/B081JGD8H3/ref=sr_1_45?dchild=1&keywords=smart+lights&qid=1588303604&sr=8-45"
"Sengled Smart light Bulb Starter Kit, Smart Bulbs that Work with Alexa & Google Home, Smart LED Light Bulb A19 Soft White Light (2700K), 9W (60W Equivalent), 2 Smart Bulbs & 1 Smart Hub","$31.22","https://www.amazon.com/Sengled-Element-Classic-Equivalent-Assistant/dp/B01N2TVDYQ/ref=sr_1_46?dchild=1&keywords=smart+lights&qid=1588303604&sr=8-46"
"Smart Light Bulb, Alexa Bulbs WiFi LED Lighting 4 Pack Work with Smart Life App, Google Home, Avatar Controls RGBW Color Changing Lights, No Hub Required (E26 A19 8W)","$33.99","https://www.amazon.com/Lighting-Avatar-Controls-Changing-Required/dp/B07X2DVFS6/ref=sr_1_47?dchild=1&keywords=smart+lights&qid=1588303604&sr=8-47"
"Smart Light Bulbs, Aoycocr BR30 Dimmable LED Light Bulbs, 720 Lumen, Tunable White 2700K - 9000K,9 (80W Equivalent) No Hub Required, Wi-Fi, E26 Base (4 Pack)","$49.99","https://www.amazon.com/Smart-Light-Aoycocr-Dimmable-Tunable/dp/B07VCRJ9ZM/ref=sr_1_48?dchild=1&keywords=smart+lights&qid=1588303604&sr=8-48"
